id,text,Fuente,es_gracioso_p1,es_gracioso_p2,es_gracioso_p3,Es_gracioso,nivel_gracia_p1,nivel_gracia_p2,nivel_gracia_p3
8529,"vxd0xp_yo_ctm.jpg: The Simpsons Simpsons Simpsons Simpsons, Simpsons Quotes, Simpsons Quotes, Simpsons Quotes, Cotizaciones de Simpsons, Simpsons",Imágenes/Internet,1,1,1,1,1,1,3
8530,u2tlto_ALV.jpg: Los Beatles - los Beatles,Imágenes/Internet,1,1,1,1,3,2,5
8531,y96hfn_Me dolió hasta mi.jpg: Un mensaje de texto con el capitán que lee `` `` `` `` `` `` `` `` `` `` `` `` ``,Imágenes/Internet,0,1,1,1,0,5,4
8532,zzycrd_Jajaja cual dolera mas.jpg: Dos chicos están bailando en la calle,Imágenes/Internet,0,1,1,1,0,3,1
8533,1alch0h_huaso_ctm.jpg: Un personaje de dibujos animados con un sombrero y una camisa a rayas,Imágenes/Internet,1,1,0,1,3,4,0
8534,14bbbgy_yo_ctm.jpg: un perro con una cara cubierta de nieve y un capitán que dice: 'I' M 'M,Imágenes/Internet,1,1,1,1,1,2,3
8535,j38eim_Eso explica mucho.jpg: una captura de pantalla de una persona en una habitación con un sable de luz,Imágenes/Internet,0,1,1,1,0,3,3
8536,iurukr_Martillame un huevo.jpg: Un rostro sonriente con las palabras 'Ingeni' e 'Ingeni',Imágenes/Internet,0,1,1,1,0,2,2
8537,1d9hodz_yo_ctm.jpg: Un hombre que conduce un automóvil con una mujer en el asiento trasero,Imágenes/Internet,1,1,0,1,4,5,0
8538,"xujyfb_Mire esto en una pagina y dije que es esta nmda, a.jpg: Se ve una gran multitud en medio de una ciudad.",Imágenes/Internet,0,1,1,1,0,3,2
8539,mcow1u_👍.jpg: cosas que hacer en Argentina,Imágenes/Internet,0,1,1,1,0,2,3
8540,yevh33_(.jpg: un perro con un capitán que lee: 'I' M ',Imágenes/Internet,1,1,1,1,2,5,3
8541,127nigv_No hay fallas en su logica. 😂😂😂.jpg: Un texto que dice: 'Alegue Conte en Exencia',Imágenes/Internet,1,0,1,1,2,0,5
8542,ol006b_JAJAJA SE MAMAN.jpg: un mememe con una foto de un hombre comiendo comida,Imágenes/Internet,1,1,1,1,4,2,2
8543,ychg33_😅😅😅😅.jpg: Una mujer con el pelo largo y negro y una camisa blanca,Imágenes/Internet,1,1,1,1,4,2,3
8544,erxrpy_La play 2 era un caño.jpg: Una foto de un dragón con el capitán que dice: '¿Puedes ser un dragón?',Imágenes/Internet,1,1,1,1,4,2,1
8545,188le8j_yo_ctm.jpg: Un personaje de dibujos animados parados frente a una puerta,Imágenes/Internet,1,1,0,1,3,2,0
8546,"t8wxge_Papi.jpg: The Dark Knight Joker Joker, Joker Movie, Joker Movie, Joker Quotes, Joker Quotes, Joker",Imágenes/Internet,1,1,1,1,3,3,1
8547,10w5zdn_Team Frijolito.jpg: Un dibujo de dibujos animados de un perro con una bufanda,Imágenes/Internet,1,1,0,1,4,2,0
8548,1fmt862_yo_ctm.jpg: Un hombre con un sombrero de paja está sentado en una computadora portátil,Imágenes/Internet,0,1,1,1,0,3,5
8549,o4za1s_Sand of fire.jpg: Una imagen satelital de la región ibérica con una leyenda que dice: `` '' ',Imágenes/Internet,1,1,0,1,2,3,0
8550,xfvd4j_Qué onda gente que recomiendan para controlar la i.jpg: Un pequeño gatito está sentado en una cama,Imágenes/Internet,1,1,1,1,4,2,2
8551,1g6pezi_yo_ctm.jpg: Un personaje de dibujos animados durmiendo en una cama con el capitán en español,Imágenes/Internet,1,1,1,1,4,2,3
8552,1fkzmi7_yo_ctm.jpg: Un gato con un capitán que lee: 'I' M O ',Imágenes/Internet,0,1,1,1,0,4,3
8553,sdkm2n_micreros_ctm.jpg: Un hombre con traje y corbata se levanta las manos,Imágenes/Internet,0,1,1,1,0,3,3
8554,120jfpd_Y si....jpg: una mujer sentada en una silla con fondo blanco,Imágenes/Internet,1,1,1,1,3,3,1
8555,17p7xrw_yo_ctm.jpg: un gato con un capitán que lee `` '',Imágenes/Internet,1,1,1,1,2,2,2
8556,14v5fk0_Vogue super modelo  Cajera Oxxo.jpg: una mujer con una camisa roja y una mujer con una camisa amarilla,Imágenes/Internet,1,1,1,1,3,4,1
8557,1c3x78p_1984_ctm.jpg: una captura de pantalla de un mensaje de texto,Imágenes/Internet,1,0,1,1,3,0,2
8558,ofpu1k_si.jpg: una pantalla de computadora con un cielo azul y una flecha blanca,Imágenes/Internet,1,0,1,1,2,0,2
8559,ph6eym_interesante_ctm.jpg: el aerodinámico de un coche,Imágenes/Internet,0,1,1,1,0,5,2
8560,seshrh_Baia baia.jpg: un hombre que sostiene una bandera estadounidense y una mujer que sostiene una bandera,Imágenes/Internet,1,1,1,1,2,4,3
8561,nqkiy3_Que me costaba no ser el primer espermatozoide..jpg: un hombre con una sonrisa en su rostro,Imágenes/Internet,1,1,1,1,3,2,1
8562,z9z5vz_la japoneta.jpg: Un hombre con traje y corbata está parado en el campo,Imágenes/Internet,1,1,1,1,2,3,3
8563,k4bn81_Noooooo miraaa.jpg: una caricatura de un hombre con barba y un sombrero,Imágenes/Internet,1,1,1,1,3,4,2
8564,nw7d9l_he can talk he can talk.jpg: memes memes memes memesmes memesmesmesmesmes,Imágenes/Internet,1,1,1,1,3,2,2
8565,1bjd5td_yo_ctm.jpg: un mensaje de texto con el capitán que lee `` `',Imágenes/Internet,1,0,1,1,3,0,3
8566,18hh9ko_economia_ctm.jpg: una foto de un hombre con traje y gafas de sol con un fuego en el fondo,Imágenes/Internet,1,1,1,1,3,3,2
8567,173qd6h_cancelado_ctm.jpg: un mapa con las palabras en español y español,Imágenes/Internet,1,1,1,1,2,2,2
8568,o1zsqr_Que leeeeendo….jpg: Un hombre con traje y corbata está mirando la cámara,Imágenes/Internet,1,0,1,1,2,0,2
8569,uxjz4d_Descansa un poco.jpg: Un hombre está sentado frente a un fanático,Imágenes/Internet,1,1,1,1,2,2,4
8570,1b88mld_internet_ctm.jpg: una captura de pantalla de una charla con varias personas,Imágenes/Internet,0,1,1,1,0,3,2
8571,xchthm_El futuro fue aquella ocasión.jpg: un perro con una nariz morada y una nariz morada,Imágenes/Internet,0,1,1,1,0,1,2
8572,113veth_Familia funcional.jpg: una foto de un hombre y una mujer con un bebé,Imágenes/Internet,1,1,1,1,3,5,2
8573,"kku1cf_Simplemente cordobesas.jpg: una chica con cabello largo y una camisa azul, y una niña con cabello largo, ambas usando",Imágenes/Internet,1,1,0,1,1,2,0
8574,lvhpry_Messirve Yo creo que si.jpg: una foto de dibujos animados de una chica con una burbuja del habla,Imágenes/Internet,1,1,0,1,3,3,0
8575,1frscgm_tne_ctm.jpg: una captura de pantalla de una persona enviando un mensaje de texto con un mensaje,Imágenes/Internet,1,0,1,1,5,0,4
8576,k5dh8o_yo_ctm.jpg: Una niña montando una bicicleta por un camino de tierra,Imágenes/Internet,1,1,1,1,1,2,2
8577,1175v4h_institucion_ctm.jpg: un montón de sillas sentadas en el suelo,Imágenes/Internet,1,1,1,1,4,2,2
8578,jk1nmd_Malditos mocosos entrometidos....jpg: Un coche está en llamas en la calle,Imágenes/Internet,0,1,1,1,0,1,1
8579,1db6sy0_wi_ctm.jpg: una computadora con una pantalla blanca y un texto en blanco y negro,Imágenes/Internet,0,1,1,1,0,4,5
8580,1db86e8_😳_ctm.jpg: un letrero de la calle en una esquina de la calle con una palmera,Imágenes/Internet,1,1,0,1,2,5,0
8581,ldiat2_Una vida de sufrimiento.jpg: Varios números con flechas que apuntan a los números,Imágenes/Internet,1,0,1,1,2,0,2
8582,qqtm71_Vamo' los pibes.jpg: una caricatura de una mujer sentada en un escritorio con una computadora,Imágenes/Internet,1,1,0,1,2,2,0
8583,1foqzvx_🔥.jpg: Una mujer con una camisa negra y una camisa negra con un gráfico blanco y negro,Imágenes/Internet,1,1,0,1,1,4,0
8584,133j2st_Oye esa mamada.jpg: Una captura de pantalla de un texto en blanco y negro sobre un fondo blanco,Imágenes/Internet,1,1,1,1,3,2,5
8585,1gbavc8_yo_ctm.jpg: un póster con un pájaro volando sobre un campo,Imágenes/Internet,1,0,1,1,3,0,2
8586,nqvl5w_Meme del día.jpg: un perro con una botella de agua en la boca,Imágenes/Internet,1,1,1,1,4,5,3
8587,m66j2x_Ni en Siria la pasan tan mal..jpg: Un personaje de dibujos animados con una llame en llamas y un llamado en llamas,Imágenes/Internet,1,0,1,1,4,0,2
8588,qsipf4_yo🏆ctm.jpg: una imagen de una persona parada frente a una luz brillante,Imágenes/Internet,1,0,1,1,2,0,2
8589,1ap8hrv_gato_ctm.jpg: Un gato está sentado en el regazo de una persona,Imágenes/Internet,1,0,1,1,5,0,1
8590,kd0z6r_Noooo.jpg: Un personaje de dibujos animados está en medio de una escena con un ratón y un mouse,Imágenes/Internet,1,1,1,1,3,1,3
8591,132a5bj_yo_ctm.jpg: Un dibujo de dibujos animados de dos personas con las palabras `'y' o 'o' o ',Imágenes/Internet,1,1,0,1,2,2,0
8592,hy9x5i_mi primer aporte $.jpg: un hombre con pizza y una señal de pizza,Imágenes/Internet,1,1,0,1,5,2,0
8593,157pg85_yo_ctm.jpg: un mensaje de texto con las palabras '¿s' y '¿s',Imágenes/Internet,0,1,1,1,0,2,2
8594,11sy0ql_Meme pendejon pero tierno jaja.jpg: Un hombre con un sombrero blanco está acariciando a un perro blanco,Imágenes/Internet,0,1,1,1,0,3,1
8595,14btz33_yo_ctm.jpg: Un hombre con una camisa rosa está sentado en una silla azul,Imágenes/Internet,1,1,0,1,2,5,0
8596,xk2emv_200 IQ.jpg: un tren con un motor de tren,Imágenes/Internet,1,1,1,1,3,2,1
8597,r169cb_Regla número 1 de Bs.As Todas las mujeres son hom.jpg: una chica con cabello rosa y una camisa morada,Imágenes/Internet,1,1,1,1,3,4,3
8598,ok241o_maldita afip.jpg: El Time Mas Simple Argentina,Imágenes/Internet,0,1,1,1,0,1,4
8599,zzy0yi_yo_ctm.jpg: Un personaje de dibujos animados con un capitán que dice: `` '' '' '' '',Imágenes/Internet,0,1,1,1,0,2,3
8600,182xpmb_si_ctm.jpg: una calle con un montón de agua,Imágenes/Internet,0,1,1,1,0,2,3
8601,hgjgo4_Un meme que no ofende a nadie.jpg: una caricatura de un perro y una mujer con vestidos rosados,Imágenes/Internet,1,0,1,1,3,0,3
8602,npffnf_El que se sabia todas las calles merece el respeto.jpg: MEME MEMEME MEME MEME MEME MEME MEME MEME,Imágenes/Internet,1,0,1,1,2,0,3
8603,zs2k9z_Don Comedias.jpg: un mensaje de texto con las palabras `` 'y `' ',Imágenes/Internet,1,1,1,1,1,2,3
8604,1g6xwbu_FA_ctm.jpg: un hombre en la cama con una almohada y una almohada,Imágenes/Internet,0,1,1,1,0,3,4
8605,1aepxhs_yo_ctm.jpg: un mensaje de texto de una mujer que no está en el mismo idioma,Imágenes/Internet,1,1,1,1,3,2,3
8606,zcitw5_Ustedes se ríen con estos vídeos.jpg: Una foto de dibujos animados de un hombre con un sombrero y una mujer con un sombrero,Imágenes/Internet,1,1,1,1,1,1,3
8607,1bboltw_yo_ctm.jpg: una imagen de dibujos animados de dos personas jugando entre sí,Imágenes/Internet,1,1,1,1,2,3,4
8608,umsws5_asi son.jpg: Una captura de pantalla de una persona con un texto que lee `` `` `` `` `` `` `` `` `` `` `` `` `` ``,Imágenes/Internet,1,1,1,1,1,4,2
8609,17fqho8_BIEN VOTADO HIJOS DE PUTA.jpg: un hombre con una mascarilla en su rostro,Imágenes/Internet,1,1,1,1,2,2,4
8610,vd5jc8_brutal.jpg: Un auto con dos personas y el capitán lee: `` '' '',Imágenes/Internet,0,1,1,1,0,2,2
8611,100mvhb_yo_ctm.jpg: una nota con las palabras '2000' escritas en él,Imágenes/Internet,1,1,0,1,2,1,0
8612,1dfd4gv_yo_ctm.jpg: Un hombre con ropa de camuflaje está siendo escoltado por una mujer,Imágenes/Internet,1,0,1,1,5,0,2
8613,1apxqgz_Servicio_ctm.jpg: una mujer que lleva un collar con un cráneo,Imágenes/Internet,1,1,1,1,2,4,3
8614,tsa1se_Gracias jefecita.jpg: Un videojuego con una foto de un caballero en la pantalla,Imágenes/Internet,0,1,1,1,0,3,2
8615,mpuzlv_Did you know Argentina is actually a gender..jpg: un personaje de dibujos animados con dos expresiones diferentes,Imágenes/Internet,1,1,1,1,2,3,2
8616,hx28qd_Jubilados violentos.jpg: un oso y un oso con sangre,Imágenes/Internet,1,1,1,1,4,3,1
8617,1asah98_yo_ctm.jpg: Un mensaje de texto que dice: '¿Cuál es el nombre de la estrella?',Imágenes/Internet,1,1,1,1,2,2,3
8618,yqzy67_zaaz.jpg: Una foto de dibujos animados de un hombre bebiendo una cerveza,Imágenes/Internet,1,1,1,1,2,1,2
8619,esuyev_Bro.jpg: Un hombre con traje y corbata sostiene un cuchillo,Imágenes/Internet,1,0,1,1,3,0,3
8620,1cg9c1m_yo_ctm.jpg: un mensaje de texto con las palabras en español e inglés,Imágenes/Internet,1,1,1,1,2,1,2
8621,hyuzz5_Cumpleañitos en los 90.jpg: un hombre que sostiene una botella de agua con una pegatina,Imágenes/Internet,0,1,1,1,0,4,5
8622,vlwh39_confirmen.jpg: Un personaje de dibujos animados que sostiene una bolsa de papas fritas,Imágenes/Internet,1,0,1,1,3,0,4
8623,11l8zv1_💅💅💅.jpg: Una chica con una camisa roja y una camisa a cuadros en blanco y negro,Imágenes/Internet,1,0,1,1,3,0,4
8624,1g8o5ed_Yo_CTM.jpg: Una columna de hombres con gafas y barbas,Imágenes/Internet,1,0,1,1,2,0,2
8625,nlvlfl_).jpg: Un hombre con barba y una camisa negra está sentada frente a una pantalla grande con el,Imágenes/Internet,1,1,0,1,1,3,0
8626,k4msju_Asies.jpg: un póster con un cráneo y una foto de un hombre,Imágenes/Internet,1,0,1,1,3,0,3
8627,hmi06e_Al menos no hace crossfit ....jpg: Una tira cómica Strip Strip Strip Strip Striegue Fuera de tira Strip Fuera de tira Fuerra de tira tira tira de tira,Imágenes/Internet,1,1,1,1,2,3,3
8628,11vobvu_pfff.jpg: Un hombre con traje blanco y corbata roja con un capitán que lee: 'Calegio,Imágenes/Internet,1,1,1,1,3,5,5
8629,gsar0r_Universidad siglo XXX.jpg: Un perro y un gato se muestran en este diagrama.,Imágenes/Internet,1,1,0,1,1,2,0
8630,jfyj5u_Título.jpg: Un hombre con traje y corbata está dando un discurso,Imágenes/Internet,0,1,1,1,0,2,2
8631,mlixsi_Mandame una docena!!.jpg: una foto de una roca con un agujero,Imágenes/Internet,1,1,1,1,2,3,3
8632,"163ogto_Esteee... Sin comentarios. 🫣.jpg: una caricatura de una mujer con un vestido rojo y un hombre con una camisa azul, con el",Imágenes/Internet,0,1,1,1,0,1,4
8633,16vr1xl_yo_ctm.jpg: un montón de dulces dulces dulces dulces dulces dulces dulces dulces dulces dulces dulces dulces dulces,Imágenes/Internet,1,0,1,1,3,0,3
8634,"1an6lwl_yo_ctm.jpg: un mensaje de texto que lee, `` '' '' '' '' ''",Imágenes/Internet,0,1,1,1,0,2,2
8635,runw5g_yo_ctm.jpg: una pila de galletas con chocolate en la parte superior,Imágenes/Internet,1,1,0,1,2,3,0
8636,y11ild_Izzi.jpg: una imagen de una ciudad con una torre de reloj,Imágenes/Internet,1,1,1,1,2,3,2
8637,10g6c23_La verdadera minoría 🥲.jpg: una chica sentada en el suelo con las manos sobre la cara,Imágenes/Internet,1,1,1,1,2,2,1
8638,wg8xpb_Bro....jpg: Una señal que dice: 'A Fania de Cruds',Imágenes/Internet,1,1,1,1,2,2,3
8639,10l4xdc_yo_ctm.jpg: un hombre con bigote y un hombre con bigote,Imágenes/Internet,1,1,1,1,2,1,3
8640,ynuvor_XD.jpg: Un hombre con uniforme militar está tratando de salir de un agujero,Imágenes/Internet,0,1,1,1,0,1,2
8641,kengwk_😲.jpg: un colla de fotos de personas y un hombre,Imágenes/Internet,1,1,1,1,4,2,2
8642,15ya5sx_baneao_ctm.jpg: Un hombre con una bata blanca y una corbata roja y un hombre con una bata blanca y una corbata roja,Imágenes/Internet,1,1,1,1,4,3,5
8643,137c9rc_Yo_ctm.jpg: Un col de las caras de diferentes personas,Imágenes/Internet,1,1,0,1,3,3,0
8644,1ao87tz_apellidos_ctm.jpg: una captura de pantalla de un mensaje de texto de un hombre al que no se le permitió al público,Imágenes/Internet,0,1,1,1,0,3,1
8645,1g14gve_yo_ctm.jpg: una captura de pantalla de un mensaje de texto de un cliente,Imágenes/Internet,1,1,0,1,2,2,0
8646,1fh3fqm_Yo_ctm.jpg: una captura de pantalla de un perro y un gato,Imágenes/Internet,1,1,0,1,4,2,0
8647,15t1cfz_Intérprete_ctm.jpg: Un hombre con traje y corbata está en una pantalla de televisión,Imágenes/Internet,0,1,1,1,0,1,2
8648,1129bir_#MILAGRO.jpg: una captura de pantalla de una mujer parada frente a un edificio,Imágenes/Internet,1,1,1,1,1,5,2
8649,lwhsd5_La marca de Latinoamérica.jpg: una mujer con un arco negro en su hombro,Imágenes/Internet,1,0,1,1,5,0,3
8650,"lxiil5_But did you see it.jpg: Una chica con cabello castaño y un cabello negro, con el capitán que lee `` `` `` `` `` `` `` `` `` `` `` ``",Imágenes/Internet,1,1,0,1,4,4,0
8651,vfomkh_Confirmo.jpg: un póster con los nombres de diferentes personas,Imágenes/Internet,1,0,1,1,4,0,4
8652,mku7e2_wom_ctm.jpg: Un dibujo de dibujos animados de una mujer con una burbuja del habla,Imágenes/Internet,1,0,1,1,1,0,4
8653,"dd74by_It do be like that.jpg: Un personaje de dibujos animados con un cuerpo grande y una cabeza grande, con las palabras 'Meare Ci",Imágenes/Internet,1,0,1,1,1,0,2
8654,"rsdx22_yo_ctm.jpg: Un gato con un capitán que lee, `` '",Imágenes/Internet,1,1,1,1,1,4,3
8655,rt6bod_real_ctm.jpg: Un col de las caras de las personas en diferentes idiomas,Imágenes/Internet,0,1,1,1,0,4,2
8656,y1oqbg_La espantavatos.jpg: una mujer con cabello largo y una camisa negra,Imágenes/Internet,1,1,1,1,5,1,3
8657,192d8tv_yo_ctm.jpg: Una tira cómica Strip Strip Strip Strip Striegue Fuera de tira Strip Fuera de tira Fuerra de tira tira tira de tira,Imágenes/Internet,1,1,1,1,5,4,1
8658,mk0dg4_Fua.jpg: un hombre con gafas y barba y un hombre con gafas,Imágenes/Internet,1,1,1,1,3,4,3
8659,xm1ltd_Para los cerebritos 🥴.jpg: un mensaje de texto con las palabras `` 'y `' ',Imágenes/Internet,0,1,1,1,0,1,2
8660,gbhrai_D10S.jpg: Una imagen de dibujos animados de un jugador de fútbol con una pelota de fútbol,Imágenes/Internet,1,1,1,1,2,1,3
8661,104zje7_Nadie absolutamente nadie Tv azteca el dia de los.jpg: Dos hombres en disfraces tienen micrófonos,Imágenes/Internet,1,0,1,1,3,0,2
8662,151egeq_Finalmente_ctm.jpg: un conejo sosteniendo un cuchillo en la boca,Imágenes/Internet,1,0,1,1,3,0,2
8663,1d8ei75_Yo_ctm.jpg: Un personaje de dibujos animados que tiene una factura de dinero,Imágenes/Internet,1,1,1,1,2,3,2
8664,xhqk0o_Los Treviño Targaryan.jpg: una niña pequeña y un niño en un sombrero de vaquero,Imágenes/Internet,1,1,1,1,2,3,3
8665,zkeb4q_Penisman_ctm.jpg: una rana con una cara y un capitán que dice: 'I' M ',Imágenes/Internet,1,1,1,1,3,4,2
8666,146vh4a_yo_ctm.jpg: un mensaje de texto con las palabras en español e inglés,Imágenes/Internet,1,1,0,1,1,1,0
8667,12hl6z4_yo_ctm.jpg: una caricatura de un hombre tocando un violonchelo,Imágenes/Internet,0,1,1,1,0,5,2
8668,13ylt6g_yo_ctm.jpg: un libro con las palabras '¿Cuál es el nombre del libro ??????,Imágenes/Internet,1,1,0,1,4,2,0
8669,muagkt_Meme de hoy.jpg: Una persona está pintando una foto en el suelo,Imágenes/Internet,1,1,1,1,4,2,3
8670,1ddt7cg_❌_ctm.jpg: Una pantalla de televisión que muestra una foto de un hombre con traje,Imágenes/Internet,1,1,1,1,1,2,2
8671,10edtgp_Tru.jpg: una calle con un charco y una señal que dice:,Imágenes/Internet,1,1,1,1,3,2,1
8672,i5klxa_Estaban discutiendo sobre la diversidad de géner.jpg: enviar mensajes de texto con un gato y una cara de gato,Imágenes/Internet,1,1,1,1,1,5,2
8673,11rleqj_¿Unirme a este grupo me ayudaría a aprender españo.jpg: un perro con un sombrero de sombrero,Imágenes/Internet,1,1,0,1,4,3,0
8674,"hhjjl3_Facebook hoy.jpg: Un hombre con una camisa blanca y una camisa negra con las palabras, `` `` `` `` `` `` `` `` `` `` `` ``",Imágenes/Internet,1,1,1,1,2,4,2
8675,mf2qbh_Cirujeando memes.jpg: una caricatura de un esqueleto sosteniendo un humano,Imágenes/Internet,1,0,1,1,4,0,3
8676,u5kg5i_Gracias Cinemex.jpg: una pared blanca con graffiti,Imágenes/Internet,1,0,1,1,2,0,5
8677,18ica0r_yo_ctm.jpg: una caricatura de diferentes tipos del cuerpo humano,Imágenes/Internet,1,1,1,1,4,4,4
8678,1fee0e3_yo_ctm.jpg: un mensaje de texto con una foto de una mujer tocando la guitarra,Imágenes/Internet,1,1,1,1,2,3,3
8679,1fyd108_Yo_ctm.jpg: Un dibujo de un hombre y una mujer con las palabras El amor nunca es,Imágenes/Internet,0,1,1,1,0,4,2
8680,"1auudks_🗿_ctm.jpg: Un personaje de dibujos animados con un capitán que lee, `` '' '' '' '",Imágenes/Internet,1,1,1,1,3,2,2
8681,gwlb9w_yo_ctm.jpg: una captura de pantalla de un mensaje de texto,Imágenes/Internet,0,1,1,1,0,1,3
8682,16oct5k_bandera🇨🇱ctm.jpg: las banderas de los países,Imágenes/Internet,1,1,1,1,4,1,1
8683,1ftruxz_yo_ctm.jpg: El Simpsons figura como los Simpson en los Simpsons,Imágenes/Internet,1,1,0,1,3,2,0
8684,zua0lh_Aguante el Kun!!.jpg: una caricatura de un hombre bebiendo una cerveza,Imágenes/Internet,0,1,1,1,0,1,2
8685,1figat1_si_ctm.jpg: una foto de dibujos animados de dos personas con sombreros,Imágenes/Internet,1,1,1,1,4,3,2
8686,luqlzh_yo_ctm.jpg: una foto de un hombre con una pistola y una mujer con una pistola,Imágenes/Internet,0,1,1,1,0,2,4
8687,rgdybv_Soy el unico que le pasa que en la familia en los .jpg: una mujer con un top negro y pantalones cortos,Imágenes/Internet,0,1,1,1,0,2,2
8688,"1480cij_🫠.jpg: un personaje de dibujos animados con un cabello negro y una cara blanca, y una camisa negra, con el",Imágenes/Internet,1,1,0,1,2,4,0
8689,o15pcr_re bardero el loro.jpg: un pájaro con una mascarilla en la cabeza,Imágenes/Internet,1,0,1,1,4,0,5
